År,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EA,EA12,EA19,EA20,EE,EL,ES,EU15,EU27,EU28,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK,XK,NO SSB,NOf,US,0%,1%,2%,3%,4%
2006-12-31,0.12256794296477658,0.043120318689831905,,0.03627556243892194,0.14323372503574383,0.05483179410315664,0.06276933924336348,0.1201031324556503,0.05019079397202475,0.054548778936236886,0.0377071326379248,0.0377071326379248,0.03984080403699597,0.040302311830231474,0.1955283213300616,0.05522036080494175,0.039754138185505994,0.0395378590111326,0.047000126982345236,0.046628000504446376,0.059495766219672674,0.031214457362638726,0.09068646693475824,0.0842359534779007,0.055915811628030276,0.08142645266993576,0.01565081762841558,,0.17863219154630983,0.05196348450051058,0.24906235620376993,,0.10713623000821926,0.04133331830595122,0.0509603539127772,0.035907737274156304,0.09357692861123645,0.020343131366524325,0.13447708557443772,0.11054826119388927,0.06332228543859841,0.0901351581427079,0.14347828272690233,0.12843779375754671,0.04105836524065776,,0.037605422768072216,0.08120192084630062,0.04290204894432925,0.0,0.019999999999999907,0.039999999999999813,0.06000000000000005,0.07999999999999963
2007-12-31,0.18821724556951835,0.0770045536437527,,0.06495543833471995,0.2132776344748306,0.08434285293699073,0.09110946644394424,0.16808757018535303,0.08092412224416634,0.06003138150777687,0.05803008003845722,0.060700083015179374,0.06403694416097938,0.06483572228733525,0.2737227555258901,0.08478121695688312,0.055127144984860266,0.06059448351672181,0.07420891851342937,0.07201283930509206,0.10715297601674578,0.05033268940888824,0.1405576042342167,0.08909987334454783,0.07760008079861791,0.13724489420092567,0.02406189838261863,,0.2960392636399698,0.11361425760930555,0.3564719402691088,,0.17558179071209512,0.08690944392065081,0.08693422409919638,0.05437067202491619,0.15951613970955325,0.04291991063797074,0.21902623177055514,0.17701317582562126,0.08815464045836663,0.1536513238960513,0.24536498342534774,0.1653454756628383,0.056121811823740764,,0.057358679166851445,0.12775857141990876,0.05316425143954806,0.0,0.029999999999999916,0.05999999999999983,0.08999999999999986,0.11999999999999966
2008-12-31,0.26821200216888386,0.08825213243388763,,0.06138824677333421,0.2779026796190669,0.10031941590905369,0.10188355211837674,0.18355004669793828,0.0926051658096938,0.04996808007855691,0.05572081696758069,0.059125311358245725,0.06343868385966189,0.06415957837729813,0.22504143797682996,0.07862358642490541,0.04631556324602304,0.05692936211750421,0.07716772780149483,0.07298127586220282,0.11032460308134961,0.048421007794033244,0.16081773052649595,0.10073565563978448,0.01021446150251304,0.14066208940057656,0.006077020489263063,,0.3315465203795025,0.09296542940300156,0.3325918021424652,,0.23461051012930056,0.12375776353969581,0.10381386500995937,0.04672499233158511,0.20242821221473228,0.04473156992500282,0.3247291183367791,0.2362842843537134,0.07103648429065501,0.18522328311449687,0.2984145723871796,0.16082675578069594,0.04542619581260343,,0.05019762502442049,0.1336473868937773,0.04486783300235686,0.0,0.039999999999999925,0.07999999999999985,0.11999999999999988,0.1599999999999997
2009-12-31,0.3079403547221773,0.049379083255606915,,0.03296648965394944,0.24864478908893695,0.06576570505702772,0.05440919668526245,0.12848351301492755,0.03923194658837126,-0.006496499197945482,-0.0025448930259122093,0.01111963462736476,0.014655033384564753,0.015400295262831598,0.06857894458075986,0.03242963025885093,-0.00037003209095232137,0.008754964922164987,0.03044841767107087,0.02607133363285019,0.021301029047934072,0.014939787443858599,0.08699474861961232,0.032509743121003964,-0.05164489495739044,0.05747036777685288,-0.054175415335515176,,0.18216883694323638,0.04183769842969021,0.17475612665639328,,0.23749833626741879,0.10220327222778369,0.061356868847019186,0.01442809470962736,0.21859961930219907,0.012362128452789278,0.27665684521834066,0.21261474307757133,0.019073361909441644,0.09639868285635789,0.23991970794415796,0.09781909901425578,-0.003819202554670831,,0.017593143211147577,0.10332071467580839,0.009970053304088289,0.0,0.04999999999999993,0.09999999999999987,0.1499999999999999,0.19999999999999973
2010-12-31,0.34930491716963985,0.06497944001852307,,0.052139082379568435,0.27064142813315684,0.0900000785164865,0.05081731229577091,0.15280827203543446,0.08245556177399482,0.004727290792796879,0.016317165943597445,0.029635902391592417,0.03346396863589973,0.034367857431265136,0.09494866637733246,-0.02551694720925113,-0.00372874104676324,0.026743098068952698,0.05039681076489,0.0449075243698287,0.047920708864111816,0.030059126449899942,0.07676895120402172,0.04538673300227458,-0.039660786494601474,0.04073146032141217,-0.04335424757217421,,0.20699644161243658,0.06027821879609352,0.15852858934438618,,0.2769411022413353,0.15738640787892066,0.0693807072572632,0.009913838642811257,0.24885354850943386,0.028965489782216913,0.24272966397647444,0.22391887394262788,0.06637723540986329,0.10416319306411825,0.3024170902275678,0.16325274664153255,0.00877234884750866,,0.013274151778631449,0.11087896213913062,0.02816337519650869,0.0,0.05999999999999994,0.11999999999999988,0.17999999999999994,0.23999999999999977
2011-12-31,0.37714178915591745,0.09061288294067982,,0.055894702528374474,0.3162671536832571,0.09907828384711781,0.02965248424238176,0.17233635338261166,0.11931075032217375,0.013650011862443634,0.028303476848791753,0.04359325924647006,0.04837243859699569,0.04885403365671781,0.1706063136045417,-0.13081293047668296,-0.013576076333210452,0.039494746578140116,0.06815330116287299,0.060657509886933525,0.06683527072525486,0.04940989713124111,0.07941125395819171,0.06721617498196863,-0.027287285294622876,0.06602955804338428,-0.04000490645231025,,0.2911328783212799,0.04744104896012313,0.2072875163184449,,0.30463813995892597,0.16300846778480782,0.08234518518452649,0.007912025327074801,0.2997115053941748,0.012586453035200229,0.29155505402358184,0.2516326453014308,0.08990294404009624,0.10863066520814346,0.33510489985410175,0.25509804219068144,0.013018978436890372,,0.011931884879528454,0.11708324535887549,0.03578739615694282,0.0,0.06999999999999995,0.1399999999999999,0.20999999999999996,0.2799999999999998
2012-12-31,0.3928676923441081,0.09224647960859222,,0.057105449172515144,0.32936437027307974,0.09993284619289611,-0.020541715435717478,0.16361927427407252,0.12217996524656716,0.009909986955641159,0.01665856529794052,0.03197669544990056,0.03727844116975021,0.03781527041836075,0.21024479714865318,-0.198769266939542,-0.04307973980253976,0.031103146527691194,0.05908963333640571,0.05423549038752462,0.046768084506457086,0.04650961419679689,0.0595808420031636,0.059578341515447164,-0.03537495586652639,0.07023092499516004,-0.07442644487632144,,0.3468835124844043,0.040871658136524935,0.28985420581336285,,0.3040104872040068,0.19523010429678855,0.06888711290397698,0.021496984472898717,0.31463942874169426,-0.025870843725530612,0.3151416498797941,0.24964437523546756,0.07851509116025923,0.0769478144052238,0.3463497838337748,0.2891706087009478,0.020700700963338647,,0.025468875965815485,0.14093436731086584,0.05065430609231392,0.0,0.07999999999999996,0.15999999999999992,0.24,0.31999999999999984
2013-12-31,0.40465156019267035,0.08378559977565914,,0.05704576760282265,0.32953846671770126,0.10600929586138097,-0.08655562139054762,0.16364029637567867,0.12317115089557618,0.019738072569408516,0.013026563714220174,0.028181044780824394,0.03407669080853637,0.03474142931270574,0.23162006099773258,-0.21695531119860956,-0.053791380742199024,0.031415212514532165,0.058065617393830316,0.055761139537381155,0.03223222892148314,0.04933261242088438,0.06003818152499285,0.0838235414225359,-0.018723040695466153,0.104319018751168,-0.09488180861143025,,0.39623714952854794,0.04642251453363144,0.32083003664427423,,0.3365087838581253,0.24333735161122405,0.0656058340428416,0.019516415281938038,0.32232470087356635,-0.02978015171671533,0.32147843112285024,0.2830252482310254,0.08129456084014208,0.0674045014869078,0.3514942580825684,0.35780730930396665,0.03600112916031417,,0.022599722841876613,0.15023724066564625,0.06411012232877322,0.0,0.08999999999999997,0.17999999999999994,0.27,0.3599999999999999
2014-12-31,0.42431944763619,0.08351951512018374,,0.0680693701594981,0.3449461231803568,0.1171255297536975,-0.09336069219468612,0.1856962321504696,0.14052248542637447,0.027074482762770913,0.02125899747947635,0.03994557091532247,0.04611040246794662,0.047021539379865196,0.26748088398522185,-0.2059445422795596,-0.035365107668258844,0.044505234867540544,0.07229258515359671,0.07138861450451017,0.023366486058791658,0.054120551424779784,0.06047931003987994,0.13027847909800272,0.06349383937658981,0.10978384622410964,-0.09497251750146773,,0.44146219024855426,0.04870726524562308,0.35082192261827405,,0.37486346772403056,0.2964085911695493,0.07795975482426076,0.028638601833776534,0.3612057088542979,-0.01755280720708363,0.365297461243272,0.27186336375501163,0.09381392535983046,0.09371625552871254,0.3771276795584644,0.3922037895550874,0.05663977014341093,,0.0309793835712302,0.16109945840775808,0.08118689010843028,0.0,0.09999999999999998,0.19999999999999996,0.2999999999999998,0.3999999999999999
2015-12-31,0.4491797775074531,0.08640529548795861,,0.08255957228307675,0.3847194733012653,0.12108164773514396,-0.05411691363588478,0.2337397624347073,0.14820185184580126,0.041014683273576935,0.03376437733648707,0.05710192340692544,0.06392274023918709,0.06480197525898657,0.28753681050512725,-0.20115669840921946,0.00540602872228213,0.061980155154541805,0.09339712112739118,0.0915976654063515,0.024535847194285587,0.06046141113386749,0.09276007970512357,0.16981899975311698,0.27437207983562395,0.1435950739157601,-0.08450417632525031,,0.4779074362470386,0.051566435025297785,0.39646265057614016,,0.4153533258021982,0.36449636517414863,0.09438503529789433,0.03677775882969492,0.405373492234709,0.0019524728490489807,0.40136518700654733,0.29487869642808384,0.12650199929542083,0.11665490258821531,0.42710491811850115,0.4382150828204132,0.07199684759840341,,0.03846941840712681,0.16399989027856776,0.10236841104349192,0.0,0.10999999999999999,0.21999999999999997,0.33000000000000007,0.43999999999999995
2016-12-31,0.48339667283094556,0.09456169302538342,,0.09022848184673915,0.4216536688970507,0.13089205282831617,0.004995661963746123,0.2586417225435049,0.1628828830001945,0.06315977145380636,0.048582702895623164,0.07161615020611922,0.07874106579832318,0.07979830749902472,0.3157947273552626,-0.20212121149860618,0.033188290723522584,0.07569328255534646,0.11037589569949713,0.10756423504312718,0.04718291480400261,0.06519541425463071,0.13678499619617934,0.19779377981378943,0.27456019801050147,0.19003951618805637,-0.07046738935951158,,0.5159127779595627,0.0746256232610989,0.43039006741390917,,0.4466473265343067,0.3818532409903881,0.11315580063271646,0.03953369974252041,0.4359205999462583,0.02440423801442737,0.43541356542923904,0.332964011742126,0.13716478469995685,0.1457032453530882,0.44434312725652525,0.457294893838033,0.08078735269206483,,0.035960559072165665,0.15923941261319818,0.11268661885378606,0.0,0.12,0.24,0.3599999999999999,0.48
2017-12-31,0.5216253230522021,0.11081254458380752,,0.10245186084378943,0.4557229104519269,0.13507462440300078,0.051265457717586393,0.30839414097232876,0.18597764552721685,0.08693585981764151,0.07212751548959684,0.09461316457923363,0.10228587839229686,0.10357336184273613,0.37081490513323256,-0.18904196918412008,0.059999717822875276,0.09607627266951901,0.13633832124283618,0.13152748055596586,0.07733782090454966,0.0817561256669439,0.17990491140797804,0.24160339199897507,0.35588645225936855,0.20713108726113383,-0.0528166552730962,,0.57316105813499,0.06591029175874841,0.47318144702603426,,0.4614379566394957,0.4759913263682245,0.1346376358087369,0.05606044060067106,0.48623669067441355,0.05851375888031196,0.5199637077720594,0.3590810245960938,0.14176753965708677,0.19540432427977183,0.4722301666114852,0.516722478146554,0.09238134935337783,,0.05630616564330282,0.17576279493637514,0.13007465449194822,0.0,0.13,0.26,0.3900000000000001,0.52
2018-12-31,0.5635064122737674,0.130471139160365,,0.1155367350574732,0.48988132924701944,0.15608150748189065,0.09403346071439422,0.33504806003793064,0.1941887607204631,0.1003982363175524,0.08696411769522072,0.10849460415781742,0.11712248059792074,0.11857636176579778,0.40450580632437827,-0.17050767866552086,0.07911002971914805,0.10895437972014577,0.1546239351303651,0.14782773079865308,0.08785428198535516,0.09344858524234301,0.21863342375056494,0.2981823658733447,0.4143575377683417,0.22998090101781266,-0.04235578608324975,,0.6296817986051666,0.058378143134732774,0.5235967345589909,,0.4949182464860078,0.5097571449410294,0.15118396256548916,0.05770680824707419,0.5471253624076295,0.08817471846950653,0.5839203387370997,0.4085123570374094,0.14900709960549996,0.23540015923496327,0.5101006463148883,0.5327994974845538,0.09876206001464105,,0.0611417727788659,0.19167882111467804,0.15338937710170342,0.0,0.1399999999999999,0.2799999999999998,0.41999999999999993,0.5599999999999996
2019-12-31,0.5884297840727619,0.14336066219798838,,0.1321978002296449,0.536158285741001,0.16036049412432352,0.1344229367338139,0.3685522798135459,0.2016340886620247,0.1133819097472415,0.09986936356442122,0.12103928601724068,0.13002772646712124,0.13168864768249122,0.4368522932237129,-0.15090060063484412,0.09041824151805056,0.12083463501827651,0.17092474659998302,0.16302020228221004,0.10036119597318383,0.10980615964696483,0.2587878372520249,0.3489591924913853,0.4479349104935446,0.23121209029297063,-0.0357491565713568,,0.6783820271439209,0.06648032473747012,0.5365581119930143,,0.5400514080890799,0.5087992555926606,0.16733783622580578,0.062140265498333846,0.5925611826810027,0.11291513120771857,0.6263900533751041,0.4562911093808939,0.16404800087648752,0.2616358873576141,0.5339632061477868,0.5267583852297033,0.10686122242353058,,0.06625848306466509,0.2090010893766241,0.1737035100386235,0.0,0.1499999999999999,0.2999999999999998,0.4500000000000002,0.5999999999999996
2020-12-31,0.5607666060984258,0.07372813898753439,,0.07341110889258307,0.5019466680688129,0.13118537159078425,0.08803300288328497,0.31861201240840487,0.15900100690329033,0.09322428097408597,0.03563178494036734,0.055945096428359875,0.06579014784306736,0.06722790677796109,0.40437086910179243,-0.24676770533638326,-0.030737611925019337,,0.1121534196120395,,0.0734031528509771,0.02901068603036805,0.17412012079210548,0.30712543388381874,0.5037183239221745,0.14685068077724317,-0.12346602761643766,,0.6790980444939843,0.0419270899066575,0.5077184679321922,,0.5028352799665852,0.45252236330083573,0.12228510839448248,0.04349950299927663,0.5728767775358117,0.024693058000960555,0.5939225549072402,0.45386579885414946,0.13656375133837884,0.21358840736902707,0.498329960937542,0.5354964811612195,,,0.04030296999356864,0.1665387896569097,0.14805804768318165,0.0,0.15999999999999992,0.31999999999999984,0.48,0.6399999999999997
2021-12-31,,0.11669263585637335,,0.13632853017056767,0.5838941022178199,0.17630167435801702,0.1733713593661399,0.35824198186007905,0.1946461505658288,0.1602267607754122,0.09498889762628959,0.11523503849434213,0.1251472605289896,0.12743114015547352,0.4727696623196902,-0.1604434440687612,0.03379540845071638,,0.17342600066885616,,0.09842758075554325,0.09186890789741575,0.31943860402773616,0.3800045565369956,0.6429507370932219,0.18301523754935722,-0.03285664042988046,,0.74127643422979,0.09546544775970123,0.5836867269964738,,0.5572487578570486,0.5731131329231589,0.17796028873832626,0.0764502435663843,0.6448020679107422,0.07644063560925751,0.6583588091509105,0.5377292331569574,0.1882282048538908,0.2915906252680749,0.5490691216455659,0.6346100361024476,,,0.07640296639461575,0.2060518798081521,0.20524014675809443,0.0,0.16999999999999993,0.33999999999999986,0.5099999999999998,0.6799999999999997
2022-12-31,,0.1569474859391482,,0.15798446534267363,0.6842827577397701,0.1931725218271758,0.2088454317166546,0.3619788365845267,0.20098152734133112,0.16666992815721748,0.12271283133320932,0.14324904521498194,0.15287119423590934,0.15548905481248632,0.47191662440859705,-0.1007696284019195,0.08483676832416176,,0.20258485750329402,,0.11006143620371223,0.11441894574855116,0.4002259773441308,0.4244220632643305,0.7046409704685521,0.24589395869645436,0.014671721065685261,,0.7581176549803059,0.08734610506568075,0.6008162883343626,,0.5873363586728226,0.5875608149217246,0.21719620340979962,0.09704907862958301,0.7048166127653284,0.13803168720264392,0.7024596049985661,0.5880814974676198,0.193520014457782,0.31756014247987974,0.5586471932067925,0.6786352068732695,,,0.09845564313678956,0.23613261160689447,0.2262698769289102,0.0,0.17999999999999994,0.3599999999999999,0.54,0.7199999999999998
2023-12-31,,0.13877938534759515,,0.16472914189474075,0.7059113958494123,0.1853428452943504,0.21765530983386228,0.35017094316510367,0.1897707364367056,0.18429141521734316,0.11496448279738569,0.1414520336930094,0.15095864354884547,0.15401109357709863,0.4157605655718113,-0.07622033024974506,0.09873046169874655,,0.20263787392875265,,0.09458165255921358,0.12051547230554949,,0.41625593319993826,0.6294550865289006,0.2699577072584969,0.02193230842427152,,0.7477119701446711,0.05749838683737174,0.6204477029402122,,,0.620007676917683,0.20815054607292982,0.08638013180398829,0.7096420133442436,0.15284542685732827,0.7235980474363117,0.6194258946177147,0.18275667139765872,0.33321802220733066,0.5669519505612648,0.7244264363389581,,,0.0934617926044492,0.23536942744659406,0.2498092750758536,0.0,0.18999999999999995,0.3799999999999999,0.5699999999999998,0.7599999999999998
